SN,Commodity,Date,Unit,Minimum,Maximum,Average
2049,Garlic Green,7/23/13,Kg,45,50,47.5
2050,Coriander Green,7/23/13,Kg,70,80,75
2051,Garlic Dry Chinese,7/23/13,Kg,85,90,87.5
2052,Garlic Dry Nepali,7/23/13,Kg,50,60,55
2053,Clive Dry,7/23/13,Kg,80,90,85
2054,Clive Green,7/23/13,Kg,50,60,55
2055,Fish Fresh,7/23/13,Kg,210,220,215
2056,Tomato Big(Nepali),7/24/13,Kg,50,55,52.5
2057,Tomato Small(Local),7/24/13,Kg,32,36,34
2058,Potato Red,7/24/13,Kg,23,24,23.5
2059,Potato White,7/24/13,Kg,18,19,18.5
2060,Onion Dry (Indian),7/24/13,Kg,50,52,51
2061,Carrot(Local),7/24/13,Kg,50,55,52.5
2062,Cabbage(Local),7/24/13,Kg,16,20,18
2063,Cauli Local,7/24/13,Kg,55,60,57.5
2064,Raddish White(Local),7/24/13,Kg,20,25,22.5
2065,Brinjal Long,7/24/13,Kg,25,30,27.5
2066,Brinjal Round,7/24/13,Kg,35,40,37.5
2067,Cow pea(Long),7/24/13,Kg,40,45,42.5
2068,French Bean(Local),7/24/13,Kg,30,35,32.5
2069,Soyabean Green,7/24/13,Kg,50,55,52.5
2070,Bitter Gourd,7/24/13,Kg,18,20,19
2071,Bottle Gourd,7/24/13,Kg,18,20,19
2072,Pointed Gourd(Local),7/24/13,Kg,35,40,37.5
2073,Snake Gourd,7/24/13,Kg,25,30,27.5
2074,Smooth Gourd,7/24/13,Kg,25,30,27.5
2075,Sponge Gourd,7/24/13,Kg,20,25,22.5
2076,Pumpkin,7/24/13,Kg,18,20,19
2077,Squash(Long),7/24/13,Kg,30,35,32.5
2078,Okara,7/24/13,Kg,20,24,22
2079,Arum,7/24/13,Kg,28,30,29
2080,Christophine,7/24/13,Kg,30,35,32.5
2081,Brd Leaf Mustard,7/24/13,Kg,35,40,37.5
2082,Spinach Leaf,7/24/13,Kg,35,40,37.5
2083,Cress Leaf,7/24/13,Kg,35,40,37.5
2084,Mustard Leaf,7/24/13,Kg,30,35,32.5
2085,Fenugreek Leaf,7/24/13,Kg,35,40,37.5
2086,Onion Green,7/24/13,Kg,35,40,37.5
2087,Mushroom(Kanya),7/24/13,Kg,150,170,160
2088,Asparagus,7/24/13,Kg,120,150,135
2089,Neuro,7/24/13,Kg,50,60,55
2090,Sugarbeet,7/24/13,Kg,55,60,57.5
2091,Red Cabbbage,7/24/13,Kg,60,70,65
2092,Lettuce,7/24/13,Kg,45,50,47.5
2093,Celery,7/24/13,Kg,120,130,125
2094,Parseley,7/24/13,Kg,170,180,175
2095,Fennel Leaf,7/24/13,Kg,45,50,47.5
2096,Mint,7/24/13,Kg,120,130,125
2097,Turnip A,7/24/13,Kg,50,55,52.5
2098,Maize,7/24/13,1 Pc,6,7,6.5
2099,Tamarind,7/24/13,Kg,70,80,75
2100,Bamboo Shoot,7/24/13,Kg,60,70,65
2101,Tofu,7/24/13,Kg,60,70,65
2102,Gundruk,7/24/13,Kg,170,180,175
2103,Apple(Jholey),7/24/13,Kg,100,110,105
2104,Banana,7/24/13,Doz,50,60,55
2105,Lime,7/24/13,Kg,300,400,350
2106,Pomegranate,7/24/13,Kg,200,210,205
2107,Mango(Maldah),7/24/13,Kg,50,60,55
2108,Water Melon(Green),7/24/13,Kg,50,55,52.5
2109,Sweet Orange,7/24/13,Kg,85,90,87.5
2110,Pineapple,7/24/13,1 Pc,60,70,65
2111,Cucumber(Local),7/24/13,Kg,25,30,27.5
2112,Jack Fruit,7/24/13,Kg,15,18,16.5
2113,Papaya(Nepali),7/24/13,Kg,60,65,62.5
2114,Ginger,7/24/13,Kg,170,180,175
2115,Chilli Dry,7/24/13,Kg,170,180,175
2116,Chilli Green,7/24/13,Kg,40,45,42.5
2117,Capsicum,7/24/13,Kg,55,60,57.5
2118,Garlic Green,7/24/13,Kg,45,50,47.5
2119,Coriander Green,7/24/13,Kg,60,80,70
2120,Garlic Dry Chinese,7/24/13,Kg,85,90,87.5
2121,Garlic Dry Nepali,7/24/13,Kg,60,70,65
2122,Clive Dry,7/24/13,Kg,80,90,85
2123,Clive Green,7/24/13,Kg,50,60,55
2124,Fish Fresh,7/24/13,Kg,200,210,205
2125,Tomato Big(Nepali),7/25/13,Kg,50,55,52.5
2126,Tomato Small(Local),7/25/13,Kg,40,45,42.5
2127,Potato Red,7/25/13,Kg,23,24,23.5
2128,Potato White,7/25/13,Kg,18,19,18.5
2129,Onion Dry (Indian),7/25/13,Kg,49,52,50.5
2130,Carrot(Local),7/25/13,Kg,50,55,52.5
2131,Cabbage(Local),7/25/13,Kg,16,20,18
2132,Cauli Local,7/25/13,Kg,55,60,57.5
2133,Raddish White(Local),7/25/13,Kg,18,22,20
2134,Brinjal Long,7/25/13,Kg,25,30,27.5
2135,Brinjal Round,7/25/13,Kg,30,35,32.5
2136,Cow pea(Long),7/25/13,Kg,40,45,42.5
2137,Green Peas,7/25/13,Kg,140,150,145
2138,French Bean(Local),7/25/13,Kg,30,35,32.5
2139,Soyabean Green,7/25/13,Kg,55,60,57.5
2140,Bitter Gourd,7/25/13,Kg,20,24,22
2141,Bottle Gourd,7/25/13,Kg,20,22,21
2142,Pointed Gourd(Local),7/25/13,Kg,30,35,32.5
2143,Snake Gourd,7/25/13,Kg,18,20,19
2144,Smooth Gourd,7/25/13,Kg,25,30,27.5
2145,Sponge Gourd,7/25/13,Kg,25,30,27.5
2146,Pumpkin,7/25/13,Kg,18,20,19
2147,Squash(Long),7/25/13,Kg,25,30,27.5
2148,Okara,7/25/13,Kg,18,22,20
2149,Arum,7/25/13,Kg,28,30,29
2150,Christophine,7/25/13,Kg,30,35,32.5
2151,Brd Leaf Mustard,7/25/13,Kg,35,40,37.5
2152,Spinach Leaf,7/25/13,Kg,35,40,37.5
2153,Cress Leaf,7/25/13,Kg,35,40,37.5
2154,Mustard Leaf,7/25/13,Kg,25,30,27.5
2155,Fenugreek Leaf,7/25/13,Kg,35,40,37.5
2156,Onion Green,7/25/13,Kg,35,40,37.5
2157,Mushroom(Kanya),7/25/13,Kg,160,180,170
2158,Asparagus,7/25/13,Kg,120,150,135
2159,Neuro,7/25/13,Kg,50,60,55
2160,Sugarbeet,7/25/13,Kg,55,60,57.5
2161,Red Cabbbage,7/25/13,Kg,60,70,65
2162,Lettuce,7/25/13,Kg,45,50,47.5
2163,Celery,7/25/13,Kg,120,130,125
2164,Parseley,7/25/13,Kg,170,180,175
2165,Fennel Leaf,7/25/13,Kg,45,50,47.5
2166,Mint,7/25/13,Kg,120,130,125
2167,Turnip A,7/25/13,Kg,45,50,47.5
2168,Maize,7/25/13,1 Pc,7,8,7.5
2169,Tamarind,7/25/13,Kg,70,80,75
2170,Bamboo Shoot,7/25/13,Kg,60,70,65
2171,Tofu,7/25/13,Kg,60,70,65
2172,Gundruk,7/25/13,Kg,170,180,175
2173,Apple(Jholey),7/25/13,Kg,100,110,105
2174,Banana,7/25/13,Doz,50,60,55
2175,Lime,7/25/13,Kg,300,400,350
2176,Pomegranate,7/25/13,Kg,200,210,205
2177,Mango(Maldah),7/25/13,Kg,50,60,55
2178,Water Melon(Green),7/25/13,Kg,45,50,47.5
2179,Sweet Orange,7/25/13,Kg,85,90,87.5
2180,Pineapple,7/25/13,1 Pc,60,70,65
2181,Cucumber(Local),7/25/13,Kg,25,30,27.5
2182,Jack Fruit,7/25/13,Kg,15,18,16.5
2183,Guava,7/25/13,Kg,60,65,62.5
2184,Ginger,7/25/13,Kg,170,180,175
2185,Chilli Dry,7/25/13,Kg,170,180,175
2186,Chilli Green,7/25/13,Kg,30,35,32.5
2187,Capsicum,7/25/13,Kg,50,60,55
2188,Garlic Green,7/25/13,Kg,45,50,47.5
2189,Coriander Green,7/25/13,Kg,60,80,70
2190,Garlic Dry Chinese,7/25/13,Kg,80,90,85
2191,Garlic Dry Nepali,7/25/13,Kg,50,60,55
2192,Clive Dry,7/25/13,Kg,80,90,85
2193,Clive Green,7/25/13,Kg,50,60,55
2194,Fish Fresh,7/25/13,Kg,200,210,205
2195,Tomato Big(Nepali),7/26/13,Kg,45,50,47.5
2196,Tomato Small(Local),7/26/13,Kg,40,45,42.5
2197,Potato Red,7/26/13,Kg,23,24,23.5
2198,Potato White,7/26/13,Kg,18,19,18.5
2199,Onion Dry (Indian),7/26/13,Kg,49,52,50.5
2200,Carrot(Local),7/26/13,Kg,50,55,52.5
2201,Cabbage(Local),7/26/13,Kg,18,20,19
2202,Cauli Local,7/26/13,Kg,55,60,57.5
2203,Raddish White(Local),7/26/13,Kg,20,25,22.5
2204,Brinjal Long,7/26/13,Kg,28,30,29
2205,Brinjal Round,7/26/13,Kg,35,40,37.5
2206,Cow pea(Long),7/26/13,Kg,35,40,37.5
2207,Green Peas,7/26/13,Kg,140,150,145
2208,French Bean(Local),7/26/13,Kg,30,35,32.5
2209,Soyabean Green,7/26/13,Kg,50,55,52.5
2210,Bitter Gourd,7/26/13,Kg,20,22,21
2211,Bottle Gourd,7/26/13,Kg,18,20,19
2212,Pointed Gourd(Local),7/26/13,Kg,30,35,32.5
2213,Snake Gourd,7/26/13,Kg,20,25,22.5
2214,Smooth Gourd,7/26/13,Kg,25,30,27.5
2215,Sponge Gourd,7/26/13,Kg,20,25,22.5
2216,Pumpkin,7/26/13,Kg,18,20,19
2217,Squash(Long),7/26/13,Kg,30,35,32.5
2218,Okara,7/26/13,Kg,20,24,22
2219,Arum,7/26/13,Kg,28,30,29
2220,Christophine,7/26/13,Kg,30,35,32.5
2221,Brd Leaf Mustard,7/26/13,Kg,30,35,32.5
2222,Spinach Leaf,7/26/13,Kg,30,35,32.5
2223,Cress Leaf,7/26/13,Kg,30,35,32.5
2224,Mustard Leaf,7/26/13,Kg,25,30,27.5
2225,Fenugreek Leaf,7/26/13,Kg,35,40,37.5
2226,Onion Green,7/26/13,Kg,30,35,32.5
2227,Mushroom(Kanya),7/26/13,Kg,180,200,190
2228,Asparagus,7/26/13,Kg,120,150,135
2229,Neuro,7/26/13,Kg,50,60,55
2230,Sugarbeet,7/26/13,Kg,55,60,57.5
2231,Lettuce,7/26/13,Kg,45,50,47.5
2232,Celery,7/26/13,Kg,120,130,125
2233,Parseley,7/26/13,Kg,170,180,175
2234,Fennel Leaf,7/26/13,Kg,45,50,47.5
2235,Mint,7/26/13,Kg,120,130,125
2236,Turnip A,7/26/13,Kg,45,50,47.5
2237,Maize,7/26/13,1 Pc,6,7,6.5
2238,Tamarind,7/26/13,Kg,70,80,75
2239,Bamboo Shoot,7/26/13,Kg,60,70,65
2240,Tofu,7/26/13,Kg,60,70,65
2241,Gundruk,7/26/13,Kg,170,180,175
2242,Apple(Jholey),7/26/13,Kg,100,110,105
2243,Banana,7/26/13,Doz,50,60,55
2244,Lime,7/26/13,Kg,300,400,350
2245,Pomegranate,7/26/13,Kg,200,210,205
2246,Mango(Maldah),7/26/13,Kg,50,60,55
2247,Water Melon(Green),7/26/13,Kg,45,50,47.5
2248,Sweet Orange,7/26/13,Kg,85,90,87.5
2249,Pineapple,7/26/13,1 Pc,60,70,65
2250,Cucumber(Local),7/26/13,Kg,25,30,27.5
2251,Jack Fruit,7/26/13,Kg,15,18,16.5
2252,Papaya(Nepali),7/26/13,Kg,60,70,65
2253,Ginger,7/26/13,Kg,170,180,175
2254,Chilli Dry,7/26/13,Kg,170,180,175
2255,Chilli Green,7/26/13,Kg,30,35,32.5
2256,Capsicum,7/26/13,Kg,50,60,55
2257,Garlic Green,7/26/13,Kg,45,50,47.5
2258,Coriander Green,7/26/13,Kg,70,80,75
2259,Garlic Dry Chinese,7/26/13,Kg,85,90,87.5
2260,Garlic Dry Nepali,7/26/13,Kg,50,60,55
2261,Clive Dry,7/26/13,Kg,80,90,85
2262,Fish Fresh,7/26/13,Kg,200,210,205
2263,Tomato Big(Nepali),7/28/13,Kg,40,50,45
2264,Tomato Small(Local),7/28/13,Kg,40,45,42.5
2265,Potato Red,7/28/13,Kg,23,24,23.5
2266,Potato White,7/28/13,Kg,20,21,20.5
2267,Onion Dry (Indian),7/28/13,Kg,50,51,50.5
2268,Carrot(Local),7/28/13,Kg,50,55,52.5
2269,Cabbage(Local),7/28/13,Kg,16,20,18
2270,Cauli Local,7/28/13,Kg,55,60,57.5
2271,Raddish White(Local),7/28/13,Kg,14,18,16
2272,Brinjal Long,7/28/13,Kg,25,30,27.5
2273,Brinjal Round,7/28/13,Kg,30,35,32.5
2274,Cow pea(Long),7/28/13,Kg,35,40,37.5
2275,Green Peas,7/28/13,Kg,130,140,135
2276,French Bean(Local),7/28/13,Kg,35,40,37.5
2277,Soyabean Green,7/28/13,Kg,50,55,52.5
2278,Bitter Gourd,7/28/13,Kg,18,20,19
2279,Bottle Gourd,7/28/13,Kg,18,20,19
2280,Pointed Gourd(Local),7/28/13,Kg,30,35,32.5
2281,Snake Gourd,7/28/13,Kg,35,40,37.5
2282,Smooth Gourd,7/28/13,Kg,25,30,27.5
2283,Sponge Gourd,7/28/13,Kg,20,25,22.5
2284,Pumpkin,7/28/13,Kg,18,20,19
2285,Squash(Long),7/28/13,Kg,30,35,32.5
2286,Okara,7/28/13,Kg,20,24,22
2287,Arum,7/28/13,Kg,28,30,29
2288,Christophine,7/28/13,Kg,30,32,31
2289,Brd Leaf Mustard,7/28/13,Kg,30,35,32.5
2290,Spinach Leaf,7/28/13,Kg,30,35,32.5
2291,Cress Leaf,7/28/13,Kg,30,35,32.5
2292,Mustard Leaf,7/28/13,Kg,25,30,27.5
2293,Fenugreek Leaf,7/28/13,Kg,30,35,32.5
2294,Onion Green,7/28/13,Kg,30,35,32.5
2295,Mushroom(Kanya),7/28/13,Kg,180,200,190
2296,Asparagus,7/28/13,Kg,120,150,135
2297,Neuro,7/28/13,Kg,40,50,45
2298,Sugarbeet,7/28/13,Kg,55,60,57.5
2299,Red Cabbbage,7/28/13,Kg,60,70,65
2300,Lettuce,7/28/13,Kg,45,50,47.5
2301,Celery,7/28/13,Kg,120,130,125
2302,Parseley,7/28/13,Kg,160,170,165
2303,Fennel Leaf,7/28/13,Kg,45,50,47.5
2304,Mint,7/28/13,Kg,120,130,125
2305,Turnip A,7/28/13,Kg,45,50,47.5
2306,Maize,7/28/13,1 Pc,9,10,9.5
2307,Tamarind,7/28/13,Kg,70,80,75
2308,Bamboo Shoot,7/28/13,Kg,60,70,65
2309,Tofu,7/28/13,Kg,60,70,65
2310,Gundruk,7/28/13,Kg,170,180,175
2311,Apple(Jholey),7/28/13,Kg,100,110,105
2312,Banana,7/28/13,Doz,50,60,55
2313,Lime,7/28/13,Kg,300,400,350
2314,Pomegranate,7/28/13,Kg,200,210,205
2315,Mango(Maldah),7/28/13,Kg,50,60,55
2316,Water Melon(Green),7/28/13,Kg,40,45,42.5
2317,Sweet Orange,7/28/13,Kg,85,90,87.5
2318,Pineapple,7/28/13,1 Pc,60,70,65
2319,Cucumber(Local),7/28/13,Kg,28,32,30
2320,Jack Fruit,7/28/13,Kg,15,130,72.5
2321,Papaya(Nepali),7/28/13,Kg,60,65,62.5
2322,Ginger,7/28/13,Kg,170,180,175
2323,Chilli Dry,7/28/13,Kg,170,180,175
2324,Chilli Green,7/28/13,Kg,35,40,37.5
2325,Capsicum,7/28/13,Kg,50,60,55
2326,Garlic Green,7/28/13,Kg,45,50,47.5
2327,Coriander Green,7/28/13,Kg,70,80,75
2328,Garlic Dry Chinese,7/28/13,Kg,85,90,87.5
2329,Garlic Dry Nepali,7/28/13,Kg,50,60,55
2330,Clive Dry,7/28/13,Kg,70,80,75
2331,Clive Green,7/28/13,Kg,50,60,55
2332,Fish Fresh,7/28/13,Kg,200,210,205
2333,Tomato Big(Nepali),7/29/13,Kg,50,55,52.5
2334,Tomato Small(Local),7/29/13,Kg,42,46,44
2335,Potato Red,7/29/13,Kg,23,24,23.5
2336,Potato White,7/29/13,Kg,20,21,20.5
2337,Onion Dry (Indian),7/29/13,Kg,50,52,51
2338,Carrot(Local),7/29/13,Kg,45,50,47.5
2339,Cabbage(Local),7/29/13,Kg,20,24,22
2340,Cauli Local,7/29/13,Kg,50,60,55
2341,Raddish White(Local),7/29/13,Kg,15,18,16.5
2342,Brinjal Long,7/29/13,Kg,24,26,25
2343,Brinjal Round,7/29/13,Kg,30,35,32.5
2344,Cow pea(Long),7/29/13,Kg,40,44,42
2345,French Bean(Local),7/29/13,Kg,30,35,32.5
2346,Soyabean Green,7/29/13,Kg,50,55,52.5
2347,Bitter Gourd,7/29/13,Kg,20,22,21
2348,Bottle Gourd,7/29/13,Kg,20,25,22.5
2349,Pointed Gourd(Local),7/29/13,Kg,30,35,32.5
2350,Snake Gourd,7/29/13,Kg,30,35,32.5
2351,Smooth Gourd,7/29/13,Kg,20,25,22.5
2352,Sponge Gourd,7/29/13,Kg,20,25,22.5
2353,Pumpkin,7/29/13,Kg,18,20,19
2354,Squash(Long),7/29/13,Kg,25,30,27.5
2355,Okara,7/29/13,Kg,20,25,22.5
2356,Arum,7/29/13,Kg,30,35,32.5
2357,Christophine,7/29/13,Kg,28,32,30
2358,Brd Leaf Mustard,7/29/13,Kg,30,35,32.5
2359,Spinach Leaf,7/29/13,Kg,30,35,32.5
2360,Cress Leaf,7/29/13,Kg,30,35,32.5
2361,Mustard Leaf,7/29/13,Kg,25,30,27.5
2362,Fenugreek Leaf,7/29/13,Kg,30,35,32.5
2363,Onion Green,7/29/13,Kg,30,35,32.5
2364,Mushroom(Kanya),7/29/13,Kg,150,160,155
2365,Asparagus,7/29/13,Kg,150,170,160
2366,Neuro,7/29/13,Kg,50,60,55
2367,Sugarbeet,7/29/13,Kg,55,60,57.5
2368,Red Cabbbage,7/29/13,Kg,70,80,75
2369,Lettuce,7/29/13,Kg,55,60,57.5
2370,Celery,7/29/13,Kg,120,130,125
2371,Parseley,7/29/13,Kg,170,180,175
2372,Fennel Leaf,7/29/13,Kg,45,50,47.5
2373,Mint,7/29/13,Kg,120,130,125
2374,Turnip A,7/29/13,Kg,45,50,47.5
2375,Maize,7/29/13,1 Pc,9,10,9.5
2376,Tamarind,7/29/13,Kg,70,80,75
2377,Bamboo Shoot,7/29/13,Kg,60,70,65
2378,Tofu,7/29/13,Kg,60,70,65
2379,Gundruk,7/29/13,Kg,170,180,175
2380,Apple(Jholey),7/29/13,Kg,100,110,105
2381,Banana,7/29/13,Doz,50,60,55
2382,Lime,7/29/13,Kg,300,400,350
2383,Pomegranate,7/29/13,Kg,200,210,205
2384,Mango(Maldah),7/29/13,Kg,60,70,65
2385,Water Melon(Green),7/29/13,Kg,45,50,47.5
2386,Sweet Orange,7/29/13,Kg,85,90,87.5
2387,Pineapple,7/29/13,1 Pc,60,70,65
2388,Cucumber(Local),7/29/13,Kg,25,30,27.5
2389,Papaya(Nepali),7/29/13,Kg,60,65,62.5
2390,Ginger,7/29/13,Kg,170,180,175
2391,Chilli Dry,7/29/13,Kg,170,180,175
2392,Chilli Green,7/29/13,Kg,35,40,37.5
2393,Capsicum,7/29/13,Kg,50,60,55
2394,Garlic Green,7/29/13,Kg,45,50,47.5
2395,Coriander Green,7/29/13,Kg,140,150,145
2396,Garlic Dry Chinese,7/29/13,Kg,80,90,85
2397,Garlic Dry Nepali,7/29/13,Kg,60,70,65
2398,Clive Dry,7/29/13,Kg,70,80,75
2399,Clive Green,7/29/13,Kg,50,60,55
2400,Fish Fresh,7/29/13,Kg,200,210,205
2401,Tomato Big(Nepali),7/30/13,Kg,50,55,52.5
2402,Tomato Small(Local),7/30/13,Kg,38,42,40
2403,Potato Red,7/30/13,Kg,23,24,23.5
2404,Potato White,7/30/13,Kg,20,21,20.5
2405,Onion Dry (Indian),7/30/13,Kg,50,52,51
2406,Carrot(Local),7/30/13,Kg,45,50,47.5
2407,Cabbage(Local),7/30/13,Kg,20,24,22
2408,Cauli Local,7/30/13,Kg,50,55,52.5
2409,Raddish White(Local),7/30/13,Kg,15,20,17.5
2410,Brinjal Long,7/30/13,Kg,20,25,22.5
2411,Brinjal Round,7/30/13,Kg,35,40,37.5
2412,Cow pea(Long),7/30/13,Kg,30,40,35
2413,French Bean(Local),7/30/13,Kg,35,40,37.5
2414,Soyabean Green,7/30/13,Kg,50,55,52.5
2415,Bitter Gourd,7/30/13,Kg,20,24,22
2416,Bottle Gourd,7/30/13,Kg,20,24,22
2417,Pointed Gourd(Local),7/30/13,Kg,30,35,32.5
2418,Snake Gourd,7/30/13,Kg,20,25,22.5
2419,Smooth Gourd,7/30/13,Kg,20,25,22.5
2420,Sponge Gourd,7/30/13,Kg,20,25,22.5
2421,Pumpkin,7/30/13,Kg,18,20,19
2422,Squash(Long),7/30/13,Kg,30,35,32.5
2423,Okara,7/30/13,Kg,20,24,22
2424,Arum,7/30/13,Kg,30,32,31
2425,Christophine,7/30/13,Kg,30,32,31
2426,Brd Leaf Mustard,7/30/13,Kg,30,35,32.5
2427,Spinach Leaf,7/30/13,Kg,30,35,32.5
2428,Cress Leaf,7/30/13,Kg,30,35,32.5
2429,Mustard Leaf,7/30/13,Kg,25,30,27.5
2430,Fenugreek Leaf,7/30/13,Kg,30,35,32.5
2431,Onion Green,7/30/13,Kg,30,35,32.5
2432,Mushroom(Kanya),7/30/13,Kg,170,180,175
2433,Asparagus,7/30/13,Kg,150,180,165
2434,Neuro,7/30/13,Kg,50,60,55
2435,Sugarbeet,7/30/13,Kg,50,60,55
2436,Red Cabbbage,7/30/13,Kg,60,70,65
2437,Lettuce,7/30/13,Kg,45,50,47.5
2438,Celery,7/30/13,Kg,120,130,125
2439,Parseley,7/30/13,Kg,170,180,175
2440,Fennel Leaf,7/30/13,Kg,45,50,47.5
2441,Mint,7/30/13,Kg,120,130,125
2442,Turnip A,7/30/13,Kg,45,50,47.5
2443,Tamarind,7/30/13,Kg,70,80,75
2444,Bamboo Shoot,7/30/13,Kg,60,70,65
2445,Tofu,7/30/13,Kg,60,70,65
2446,Apple(Jholey),7/30/13,Kg,100,110,105
2447,Banana,7/30/13,Doz,50,60,55
2448,Lime,7/30/13,Kg,300,400,350
2449,Pomegranate,7/30/13,Kg,200,210,205
2450,Mango(Maldah),7/30/13,Kg,60,70,65
2451,Water Melon(Green),7/30/13,Kg,45,50,47.5
2452,Sweet Orange,7/30/13,Kg,85,90,87.5
2453,Pineapple,7/30/13,1 Pc,60,70,65
2454,Cucumber(Local),7/30/13,Kg,25,30,27.5
2455,Jack Fruit,7/30/13,Kg,15,18,16.5
2456,Papaya(Nepali),7/30/13,Kg,60,65,62.5
2457,Ginger,7/30/13,Kg,170,180,175
2458,Chilli Dry,7/30/13,Kg,170,180,175
2459,Chilli Green,7/30/13,Kg,35,40,37.5
2460,Capsicum,7/30/13,Kg,50,55,52.5
2461,Garlic Green,7/30/13,Kg,45,50,47.5
2462,Coriander Green,7/30/13,Kg,90,100,95
2463,Garlic Dry Chinese,7/30/13,Kg,80,90,85
2464,Garlic Dry Nepali,7/30/13,Kg,60,70,65
2465,Clive Dry,7/30/13,Kg,80,90,85
2466,Clive Green,7/30/13,Kg,50,55,52.5
2467,Fish Fresh,7/30/13,Kg,200,210,205
2468,Tomato Big(Nepali),7/31/13,Kg,40,45,42.5
2469,Tomato Small(Local),7/31/13,Kg,35,40,37.5
2470,Potato Red,7/31/13,Kg,23,24,23.5
2471,Potato White,7/31/13,Kg,20,21,20.5
2472,Onion Dry (Indian),7/31/13,Kg,50,52,51
2473,Carrot(Local),7/31/13,Kg,45,50,47.5
2474,Cabbage(Local),7/31/13,Kg,22,24,23
2475,Cauli Local,7/31/13,Kg,45,50,47.5
2476,Raddish White(Local),7/31/13,Kg,15,20,17.5
2477,Brinjal Long,7/31/13,Kg,20,25,22.5
2478,Brinjal Round,7/31/13,Kg,30,35,32.5
2479,Cow pea(Long),7/31/13,Kg,40,50,45
2480,French Bean(Local),7/31/13,Kg,30,35,32.5
2481,Soyabean Green,7/31/13,Kg,45,50,47.5
2482,Bitter Gourd,7/31/13,Kg,20,24,22
2483,Bottle Gourd,7/31/13,Kg,20,25,22.5
2484,Pointed Gourd(Local),7/31/13,Kg,28,32,30
2485,Snake Gourd,7/31/13,Kg,25,30,27.5
2486,Smooth Gourd,7/31/13,Kg,20,25,22.5
2487,Sponge Gourd,7/31/13,Kg,25,30,27.5
2488,Pumpkin,7/31/13,Kg,18,20,19
2489,Squash(Long),7/31/13,Kg,30,35,32.5
2490,Okara,7/31/13,Kg,24,28,26
2491,Arum,7/31/13,Kg,30,35,32.5
2492,Christophine,7/31/13,Kg,30,35,32.5
2493,Brd Leaf Mustard,7/31/13,Kg,30,35,32.5
2494,Spinach Leaf,7/31/13,Kg,30,35,32.5
2495,Cress Leaf,7/31/13,Kg,30,35,32.5
2496,Mustard Leaf,7/31/13,Kg,25,30,27.5
2497,Fenugreek Leaf,7/31/13,Kg,30,35,32.5
2498,Onion Green,7/31/13,Kg,30,35,32.5
2499,Mushroom(Kanya),7/31/13,Kg,160,180,170
2500,Asparagus,7/31/13,Kg,150,180,165
